Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e4936,29.66,0.493,1.129,7.596,0.355,4.012,4.01,3.816,3280,4.063,antagonist
e4937,34.769,0.454,1.129,7.594,0.382,4.062,4.03,3.844,5808,4.627,antagonist
e4938,0.544,0.467,0.764,0,0.288,3.833,3.815,2.982,122,0.474,antagonist
e4939,46.046,0.504,0.9,8.005,0.342,4.311,4.059,3.996,7779,5.997,antagonist
e4940,32.179,0.471,1.102,7.808,0.33,4.077,3.984,3.982,6917,3.771,antagonist
e4941,21.959,0.448,1.258,6.988,0.371,4.762,4.089,3.947,4312,3.379,antagonist
e4942,25.512,0.474,0.899,7.422,0.361,4.071,3.98,3.94,4165,4.129,antagonist
e4943,26.373,0.486,1.088,7.318,0.335,4.049,4.029,3.736,2986,3.451,antagonist
e4944,21.928,0.462,1.276,4.078,0.334,3.879,3.862,3.754,1377,3.604,antagonist
e4945,134.243,0.47,1.134,8.575,0.403,4.182,4.141,4.07,33076,13.052,antagonist
e4946,23.489,0.485,1.54,3.135,0.24,3.702,3.746,3.597,1771,2.618,antagonist
e4947,48.211,0.45,1.644,4.06,0.301,3.758,3.709,3.584,3124,2.078,antagonist
e4948,6.866,0.481,0.835,5.768,0.3,3.9,3.877,3.742,600,1.272,antagonist
e4949,25.488,0.486,1.123,6.073,0.395,4.033,4.046,3.821,3630,6.709,antagonist
e4950,24.511,0.495,1.645,2.639,0.23,3.744,3.751,3.655,1716,3.203,antagonist
e4951,69.774,0.515,1.453,3.892,0.263,4.326,4.133,3.601,3936,11.371,antagonist
e4455,0,0.466,1.031,0,0.378,4.009,3.479,3.595,260,0.683,inactive
e3316,1.474,0.47,1.343,0,0.3,4.722,4.027,3.703,248,1.098,inactive
e4956,9.647,0.5,0.689,9.316,0.37,4.261,4.269,3.86,3166,3.489,antagonist
e4957,9.411,0.5,0.689,9.21,0.368,4.274,4.281,3.897,3178,3.476,antagonist
e4958,7.658,0.493,0.701,5.901,0.328,4.02,3.928,3.837,771,1.507,antagonist
e4959,22.002,0.483,0.936,6.255,0.344,3.989,3.999,3.756,1369,3.46,antagonist
e4960,61.564,0.497,1.596,3.892,0.263,3.855,3.821,3.58,3936,5.871,antagonist
e4961,0,0.494,0.548,0,0.322,3.999,3.833,3.382,162,0.706,antagonist
e4962,48.051,0.454,1.041,8.079,0.388,4.104,4.057,3.86,11702,5.659,antagonist
e4963,0,0.552,0.858,0,0.322,4.15,3.683,3.395,162,1.643,antagonist
e4965,21.743,0.503,0.723,6.911,0.353,4.085,3.98,3.945,1686,2.808,antagonist
e4966,70.258,0.648,1.355,0,0.334,6.928,3.849,6.842,248,2.105,antagonist
e4967,3.674,0.507,0.586,5.908,0.387,4.146,3.956,3.73,727,1.69,antagonist
e4968,0,0.544,0.459,0,0.403,4.216,3.826,3.813,318,1.409,antagonist
e4969,0,0.547,0.467,0,0.403,4.254,3.933,3.692,466,1.9,antagonist
e4970,11.057,0.496,1.081,2.784,0.335,3.913,3.847,3.737,428,1.512,antagonist
e4971,11.749,0.514,0.518,6.477,0.348,4.081,3.967,3.93,792,1.774,antagonist
e4972,22.519,0.444,1.465,3.611,0.317,3.765,3.676,3.539,1006,1.111,antagonist
e4973,9.498,0.494,0.812,7.15,0.328,4.047,4.047,3.799,1272,2.011,antagonist
e4974,25.793,0.483,1.018,6.055,0.325,3.971,3.979,3.756,1184,2.877,antagonist
e4975,2.288,0.433,0.884,4.808,0.329,4.028,3.898,3.561,396,0.934,antagonist
e4976,25.308,0.452,1.489,3.611,0.317,3.773,3.71,3.539,1006,1.281,antagonist
e4977,11.749,0.514,0.518,6.477,0.348,4.081,3.967,3.93,792,1.774,antagonist
e4978,10.825,0.482,1.174,6.188,0.339,3.959,3.938,3.794,1307,1.989,antagonist
e4979,7.284,0.475,0.778,6.333,0.315,3.906,3.862,3.785,831,1.27,antagonist
e4980,11.564,0.502,0.979,8.208,0.343,4.354,4.125,3.762,2153,3.339,antagonist
e4981,28.678,0.496,1.44,3.923,0.265,3.886,3.878,3.678,2219,3.681,antagonist
e3096,6.062,0.478,1.175,6.882,0.323,4.724,4.116,3.974,818,1.888,inactive
e4985,31.724,0.492,1.527,4.577,0.28,3.989,3.859,3.632,2824,3.969,antagonist
e2211,15.114,0.47,0.918,7.195,0.396,4.095,4.068,3.641,2915,4.978,inactive
e4988,26.518,0.492,1.529,3.714,0.264,3.944,3.808,3.678,2373,3.542,antagonist
e3416,7.063,0.41,1.361,0,0.355,3.715,3.602,3.422,254,0.668,inactive
e4991,23.745,0.465,1.301,4.248,0.301,3.907,3.842,3.654,2212,2.56,antagonist
e4992,7.993,0.486,0.813,5.768,0.315,3.905,3.883,3.743,607,1.288,antagonist
e4993,11.466,0.458,0.83,5.558,0.332,3.932,3.897,3.833,1388,1.929,antagonist
e4994,5.317,0.494,0.733,7.926,0.358,4.145,4.152,3.649,1352,2.147,antagonist
e4995,62.172,0.469,1.192,6.772,0.347,3.976,3.924,3.891,10204,6.759,antagonist
e4996,17.001,0.42,1.133,5.837,0.287,3.956,3.898,3.644,1366,1.704,antagonist
e4997,41.497,0.522,0.781,7.759,0.344,6.88,3.999,4.148,4304,4.654,antagonist
e4998,16.652,0.458,1.246,4.189,0.311,3.906,3.841,3.615,1282,1.853,antagonist
e4999,24.468,0.478,0.813,6.998,0.345,4.011,4.016,3.756,1828,2.884,antagonist
e5000,4.992,0.371,1.616,3.219,0.433,4.738,3.948,3.938,1864,1.814,antagonist
e5001,18.181,0.457,0.996,6.542,0.325,3.925,3.875,3.816,2698,2.504,antagonist
e5002,27.708,0.494,0.973,7.826,0.36,4.116,4.06,3.909,3020,3.047,antagonist
e5003,21.669,0.486,1.082,6.593,0.347,4.755,4.161,3.817,1856,3.594,antagonist
e5004,7.261,0.5,0.822,4.393,0.277,3.998,3.843,3.799,711,1.205,antagonist
e5005,41.013,0.532,1.143,4.345,0.293,4.833,4.142,4.731,1598,8.468,antagonist
e5006,33.612,0.577,1.102,4.627,0.311,6.88,4.005,4.614,855,5.347,antagonist
e5007,24.003,0.478,1.26,5.176,0.361,4.026,4,3.667,1613,4.32,antagonist
e5008,26.08,0.461,1.07,7.227,0.34,4.02,3.88,3.92,5524,2.855,antagonist
e5009,10.872,0.497,0.736,7.4,0.335,4.177,4.012,3.846,1829,2.465,antagonist
e5010,44.025,0.49,1.269,5.016,0.336,3.956,3.92,3.769,1336,2.442,antagonist
e5011,20.11,0.48,0.91,6.866,0.338,4.088,3.983,3.901,1983,3.026,antagonist
e5012,23.863,0.467,1.164,6.865,0.342,3.992,3.951,3.875,2858,2.929,antagonist
e5013,21.233,0.462,1.192,6.522,0.321,3.934,3.88,3.804,2703,2.053,antagonist
e5014,19.062,0.489,1.099,5.736,0.347,4.089,3.928,3.9,1868,2.794,antagonist
e5015,33.283,0.494,1.136,5.548,0.314,4.041,3.855,3.778,1470,3.337,antagonist
e5016,25.418,0.508,0.98,5.904,0.334,4.12,3.938,3.888,2114,3.401,antagonist
e5017,32.1,0.486,0.989,6.924,0.337,4.071,3.916,3.971,2983,3.429,antagonist
e5018,19.928,0.495,1.413,3.841,0.262,3.878,3.822,3.655,1442,2.815,antagonist
e5020,11.547,0.476,1.262,5.244,0.336,4.746,4.081,3.832,1071,3.039,antagonist
e5021,7.248,0.427,0.909,6.679,0.326,4.014,3.904,3.91,1890,1.686,antagonist
e5022,34.152,0.472,1.242,6.778,0.276,3.969,3.954,3.853,4156,3.861,antagonist
e5023,33.518,0.473,1.74,5.187,0.324,4.714,3.89,3.865,1332,2.178,antagonist
e5024,0.69,0.473,0.702,4.808,0.359,3.953,3.918,3.319,389,1.179,antagonist
e5025,28.996,0.447,1.473,4.29,0.307,3.783,3.687,3.539,1568,1.383,antagonist
e5026,35.591,0.44,1.562,4.89,0.332,3.873,3.641,3.583,3471,2.146,antagonist
e5027,3.154,0.458,1.239,0,0.203,3.625,3.599,3.226,74,0.241,antagonist
e5028,21.633,0.491,1.844,2.398,0.226,4.415,3.81,3.659,926,2.317,antagonist
e5030,0,0.578,1.009,0,0.347,4.784,4.113,4.129,219,5.093,antagonist
e5031,3.364,0.507,0.63,7.064,0.381,4.245,4.008,3.848,2184,4.012,antagonist
e2228,38.138,0.488,1.123,6.308,0.313,4.026,3.951,3.839,2659,3.626,inactive
e5033,29.301,0.491,1.066,6.647,0.366,3.989,3.995,3.857,1932,3.312,antagonist
e5034,20.496,0.486,0.713,7.205,0.327,3.994,3.998,3.764,1710,2.436,antagonist
e5036,14.591,0.515,0.857,6.055,0.333,4.278,3.957,3.861,1364,2.919,antagonist
e5037,34.536,0.454,1.395,5.524,0.324,4.73,4.07,3.982,1556,2.773,antagonist
e5038,23.655,0.462,1.153,7.103,0.338,3.949,3.895,3.868,4560,2.535,antagonist
e5039,16.331,0.429,1.256,6.572,0.346,4.743,4.086,3.93,3238,4.026,antagonist
e5040,15.743,0.479,1.202,5.386,0.37,3.99,3.965,3.556,959,2.361,antagonist
e5041,19.64,0.47,1.168,8.14,0.335,4.732,4.136,4.717,6969,4.465,antagonist
e5042,36.532,0.49,1.05,7.266,0.335,4.155,4.004,3.75,5378,5.196,antagonist
e5043,61.01,0.482,1.118,7.309,0.365,4.067,4.078,3.83,8244,7.84,antagonist
e5044,7.613,0.48,0.922,6.377,0.34,3.963,3.932,3.782,1254,2.127,antagonist
e5045,47.763,0.486,1.034,6.536,0.363,4.143,3.966,3.866,2332,3.472,inactive
e5046,9.955,0.467,1.073,4.42,0.387,3.946,3.916,3.633,763,2.12,inactive
e5048,22.368,0.485,0.928,7.592,0.334,4.339,4.058,4.036,2909,3.574,inactive
e5049,15.651,0.458,1.066,6.854,0.339,3.989,3.88,3.796,1770,1.888,inactive
e5050,20.902,0.477,1.431,4.66,0.338,4.741,4.076,3.771,920,3.394,inactive
e5051,0,0.424,1.174,0,0.322,3.788,3.586,3.013,162,0.407,inactive
e5052,21.137,0.482,1.304,6.888,0.297,4.043,4.017,3.54,1721,2.141,inactive
e5053,28.275,0.528,1.599,2.079,0.323,4.478,3.976,3.76,499,3.861,inactive
e5054,7.069,0.47,0.906,6.386,0.341,3.977,3.97,3.724,1020,1.795,inactive
e5055,7.354,0.448,0.779,6.683,0.343,3.987,3.959,3.751,1059,1.598,inactive
e5056,29.123,0.52,0.781,6.348,0.337,4.124,3.922,4.077,2429,3.481,inactive
e5057,33.243,0.531,0.759,6.047,0.324,4.196,3.934,3.996,2439,4.526,inactive
e5058,10.315,0.477,0.8,7.651,0.338,4.068,4.036,3.785,1614,2.109,inactive
e5059,16.409,0.451,0.977,7.719,0.335,4.071,4.024,3.776,4288,2.852,inactive
e5060,25.322,0.446,1.006,7.086,0.345,3.989,3.917,3.947,7537,3.228,inactive
e5061,19.151,0.481,1.222,2.079,0.355,3.869,3.752,3.693,443,1.805,inactive
e5062,10.229,0.427,1.317,4.369,0.362,3.875,3.715,3.653,876,1.725,inactive
e5063,24.125,0.486,1.007,6.301,0.331,4.088,4.046,3.904,3504,3.853,inactive
e5064,32.849,0.482,0.919,6.089,0.35,4.051,3.916,3.911,4576,4.196,inactive
e5065,17.91,0.481,0.922,6.204,0.336,4.054,3.958,3.928,1271,2.343,inactive
e5066,72.888,0.583,0.653,0,0.359,6.882,3.646,6.878,206,1.404,inactive
e5068,25.548,0.461,1.172,4.516,0.31,3.866,3.872,3.728,1400,2.142,inactive
e5069,35.954,0.48,1.398,6.026,0.358,4.695,4.041,4.017,4289,7.161,inactive
e5070,14.386,0.46,1.307,3.726,0.349,3.905,3.868,3.459,562,1.354,inactive
e5071,11.221,0.48,0.895,6.811,0.35,4.022,3.978,3.857,1329,2.326,inactive
e5072,32.212,0.477,1.215,7.232,0.368,4.139,4.11,3.752,3952,4.823,inactive
e5073,15.411,0.48,1.256,4.962,0.347,3.915,3.898,3.741,1095,2.625,inactive
e5074,17.897,0.481,1.004,5.851,0.325,4.059,3.89,3.846,2664,3.318,inactive
e5075,7.105,0.433,1.243,3.135,0.355,3.934,3.786,3.442,562,1.568,inactive
e5076,12.528,0.439,1.336,4.369,0.362,3.876,3.739,3.655,876,1.85,inactive
e5077,18.141,0.472,1.285,4.198,0.318,3.88,3.847,3.653,918,1.816,inactive
e5078,22.39,0.477,1.142,6.114,0.373,4.01,4.015,3.771,3456,5.715,inactive
e5079,39.503,0.453,1.106,7.24,0.357,4.066,3.975,3.768,3834,4.058,inactive
e5080,45.185,0.494,1.271,5.956,0.359,4.029,4.056,3.797,5617,8.666,inactive
e5081,14.783,0.461,1.146,4.981,0.397,3.962,3.918,3.675,980,2.256,inactive
e5082,23.677,0.47,0.863,5.824,0.356,4.109,3.904,3.874,3238,4.292,inactive
e5083,33.247,0.489,1.187,6.238,0.331,3.96,3.966,3.758,1911,3.531,inactive
e5084,27.246,0.464,0.723,8.954,0.405,4.205,4.183,3.831,6238,4.702,inactive
e5085,13.163,0.496,1.051,6.205,0.366,4.777,4.154,4.227,2300,5.253,inactive
e5086,15.595,0.485,0.802,7.358,0.316,4.065,3.963,3.911,1819,2.392,inactive
e5087,5.512,0.507,0.683,6.249,0.302,4.245,3.961,3.939,768,2.22,inactive
e5088,29.84,0.488,1.012,6.371,0.358,3.994,3.989,3.769,1833,4.418,inactive
e5089,15.399,0.467,0.989,3.611,0.348,4.013,3.763,3.747,727,3.019,inactive
e5090,11.825,0.503,0.907,6.255,0.346,4.276,3.978,3.836,1006,2.288,inactive
e5091,7.858,0.493,0.715,6.614,0.363,4.06,4.004,3.913,1349,2.427,inactive
e5092,13.938,0.465,1.019,6.917,0.33,4.065,4.056,3.598,1450,2.048,inactive
e5093,19.431,0.49,0.931,6.508,0.343,4.058,4.062,3.729,1396,3.358,inactive
e5094,31.597,0.511,0.893,7.07,0.349,4.257,4.07,3.877,2548,4.537,inactive
e5095,30.017,0.486,1.23,5.513,0.385,4.018,4.042,3.786,3627,7.903,inactive
e5096,14.354,0.449,1.058,7.205,0.361,4.208,4.048,3.597,1460,1.862,inactive
e5097,4.915,0.487,0.797,5.837,0.329,3.941,3.946,3.656,504,1.335,inactive
e2221,0,0.467,1.436,0,0.2,4.266,3.512,2.689,18,0,inactive
e5099,12.542,0.448,1.08,6.281,0.361,3.993,3.901,3.73,1416,1.838,inactive
e5100,7.801,0.476,0.993,0,0.271,3.907,3.628,3.472,194,1.345,inactive
e5101,35.829,0.469,1.263,7.587,0.374,4.022,3.982,3.824,4040,3.578,inactive
e5102,10.881,0.463,1.267,4.343,0.279,3.871,3.834,3.578,673,1.281,inactive
e5103,3.494,0.64,0.426,0,0.347,10.699,4.115,10.692,318,2.393,inactive
e5104,43.412,0.5,1.2,6.412,0.262,3.839,3.867,3.755,8904,3.412,inactive
e5106,17.169,0.468,0.943,7.067,0.361,4.005,3.938,3.808,2038,2.402,inactive
e5107,28.293,0.455,1.405,5.282,0.305,3.939,3.875,3.568,1495,1.926,inactive
e5108,22.916,0.473,1.005,6.435,0.338,4.713,3.934,4.133,6719,6.352,inactive
e5109,15.008,0.467,0.995,7.107,0.313,4.095,4.009,3.804,1985,2.211,inactive
e5110,15.791,0.459,1.107,6.107,0.299,3.924,3.873,3.821,2030,1.851,inactive
e5111,34.463,0.482,1.073,8.193,0.317,4.721,4.031,4.089,10741,4.777,inactive
e5112,18.39,0.463,1.05,7.499,0.333,4.03,3.973,3.802,2533,2.583,inactive
e5113,13.42,0.45,0.983,6.963,0.342,3.981,3.919,3.913,5042,2.94,inactive
e5114,11.688,0.468,0.971,7.086,0.347,3.996,3.963,3.737,1912,2.209,inactive
e5115,32.998,0.503,0.979,5.842,0.334,4.218,3.963,3.947,2082,4.25,inactive
e5116,60.287,0.479,0.983,6.294,0.34,4.217,3.836,3.866,6205,6.148,inactive
e5117,20.443,0.476,1.301,4.963,0.333,3.92,3.908,3.63,939,2.461,inactive
e5120,12.341,0.468,0.821,6.204,0.328,3.965,3.946,3.773,1206,1.873,inactive
e5121,7.925,0.486,1.052,5.614,0.336,3.942,3.933,3.764,570,1.586,inactive
e5122,0,0.433,1.582,0,0.2,3.511,3.421,2.79,18,0,inactive
e5123,53.06,0.479,1.194,5.376,0.296,4.072,3.896,3.957,6530,4.151,inactive
e5124,29.956,0.475,0.954,6.414,0.36,4.148,3.97,3.961,6341,6.76,inactive
e5126,30.81,0.474,1.29,5.124,0.347,3.947,3.925,3.819,1732,4.27,inactive
e5127,1.232,0.417,1.329,1.609,0.386,3.873,3.722,3.334,427,1.404,inactive
e5128,155.322,0.456,1.567,5.673,0.372,3.932,3.864,3.793,22142,8.757,inactive
e5129,0.419,0.5,0.938,0,0.301,3.838,3.86,3.192,124,0.589,inactive
e5130,33.95,0.481,1.245,6.047,0.366,4.028,4.049,3.799,4727,7.631,inactive
e5131,45.411,0.479,1.001,8.471,0.359,4.181,4.13,4.065,10880,6.292,inactive
e5132,23.317,0.478,0.882,8.302,0.366,4.067,4.035,3.897,6300,4.395,inactive
e5133,23.099,0.492,1.23,5.193,0.383,4.003,4.031,3.749,2662,7.228,inactive
e5134,8.857,0.447,1.313,4.443,0.34,3.855,3.724,3.615,659,1.671,inactive
e5135,22.139,0.487,1.124,6.22,0.35,4.024,4.022,3.774,2053,4.436,inactive
e5136,22.746,0.479,1.055,7.671,0.329,4.735,4.114,4.042,3169,3.741,inactive
e5138,11.91,0.471,1.21,5.686,0.325,3.931,3.894,3.677,1012,1.508,inactive
e5139,21.969,0.491,0.798,7.507,0.335,4.069,4.051,3.959,2651,3.408,inactive
e5140,0.855,0.523,0.758,3.841,0.277,3.957,3.862,3.676,217,1.114,inactive
e5141,0,0.44,0.784,0,0.307,3.94,3.839,3.455,207,0.607,inactive
e5142,1.916,0.458,1.757,0,0.201,3.719,3.602,3.409,86,0.396,inactive
e5143,4.987,0.489,1.567,0,0.226,3.617,3.663,3.39,120,0.925,inactive
e5144,1.061,0.489,0.992,0,0.322,3.878,3.884,3.098,162,0.765,inactive
e2704,6.908,0.448,1.27,0,0.316,4.723,4.048,3.816,636,1.547,inactive
e5146,2.038,0.452,0.863,0,0.328,3.966,3.881,3.468,262,0.823,inactive
e5147,0,0.429,1.505,0,0.286,3.642,3.537,2.897,42,0,inactive
e5148,0,0.505,0.73,0,0.308,3.996,3.859,3.443,162,0.667,inactive
e5149,1.724,0.468,0.654,0,0.32,4.011,3.876,3.755,314,0.84,inactive
e5150,0,0.69,0.504,0,0.305,6.92,3.58,6.838,46,0.343,inactive
e5151,0.953,0.509,0.542,0,0.308,4.092,3.875,3.582,260,1.203,inactive
e5152,1.506,0.5,1,0,0.307,3.868,3.888,3.235,164,0.797,inactive
e5153,21.477,0.484,1.529,3.135,0.254,3.706,3.745,3.614,1506,2.442,inactive
e5154,4.041,0.512,0.684,4.985,0.343,4.317,4.05,3.523,387,1.916,inactive
e5155,3.667,0.475,2.073,0,0.203,3.595,3.514,3.286,74,0.4,inactive
e5156,4.272,0.497,0.775,5.342,0.35,4.316,4.034,3.52,472,1.857,inactive
e5157,2.7,0.463,1.722,0,0.189,3.735,3.632,3.506,112,0.439,inactive
e5158,17.231,0.444,1.462,4.234,0.314,3.834,3.697,3.72,1212,2.286,inactive
e5159,0,0.576,0.54,0,0.347,4.21,3.8,3.744,207,1.103,inactive
e5160,4.194,0.5,0.92,6.451,0.324,4.042,4.056,3.476,512,1.485,inactive
e5161,0,0.5,1.5,0,0.2,3.528,3.579,3.04,20,0.204,inactive
e5162,0,0.483,1.263,0,0.281,3.631,3.621,2.924,31,0.065,inactive
e5163,16.81,0.508,0.931,4.675,0.305,4.168,3.866,3.682,941,1.644,inactive
e5164,0.953,0.509,0.542,0,0.328,4.091,3.876,3.64,262,1.032,inactive
e5165,3.793,0.49,1.159,0,0.263,3.837,3.833,3.421,210,0.868,inactive
e5166,1.061,0.489,0.992,0,0.322,3.878,3.882,3.114,162,0.826,inactive
e5167,0.268,0.5,1.188,0,0.301,3.764,3.801,3.234,124,1.031,inactive
e5168,1.303,0.483,1.075,0,0.298,3.865,3.874,3.366,198,0.846,inactive
e5169,7.552,0.444,1.429,2.303,0.217,3.658,3.657,3.504,268,0.906,inactive
e5170,21.639,0.477,1.331,4.013,0.28,3.875,3.847,3.653,1774,2.435,inactive
e5171,19.279,0.533,0.984,0,0.319,4.083,3.683,3.816,400,2.502,inactive
e5172,4.57,0.463,1.758,0,0.194,3.635,3.587,3.367,98,0.371,inactive
e5173,10.304,0.482,1.998,0,0.243,4.13,4.343,3.381,310,2.537,inactive
e5174,12.097,0.475,2.022,0,0.232,3.655,3.573,3.458,243,0.853,inactive
e5175,0,0.422,0.849,0,0.326,3.969,3.84,3.48,260,0.629,inactive
e5176,0,0.507,1.157,0,0.209,3.865,3.587,3.372,52,0.449,inactive
e5177,5.607,0.45,1.541,0,0.264,3.664,3.575,3.414,136,0.319,inactive
e5178,0,0.75,0.545,0,0.281,6.92,3.584,6.838,31,0.254,inactive
e5179,2.288,0.485,1.213,3.332,0.343,3.966,3.917,3.421,387,1.839,inactive
e5180,0,0.661,2,0,0.321,4.444,3.566,3.884,58,0,inactive
e5181,1.646,0.426,0.839,0,0.343,4.027,3.894,3.645,468,1.019,inactive
e5182,0.309,0.476,1.63,0,0.267,3.608,3.639,3.16,50,0.584,inactive
e5183,0,0.452,0.863,0,0.347,3.967,3.881,3.472,264,0.839,inactive
e5184,12.978,0.458,1.594,2.944,0.257,3.702,3.598,3.516,590,0.867,inactive
e5185,21.808,0.494,1.588,2.197,0.287,3.728,3.747,3.602,656,2.378,inactive
e5186,0,0.478,0.617,0,0.327,4.059,3.859,3.514,210,0.805,inactive
e5187,0,0.567,1.242,0,0.2,3.741,3.565,3.246,20,0.474,inactive
e5188,0,0.444,1.685,0,0.2,3.57,3.543,2.583,28,0,inactive
e5189,6.443,0.444,1.952,1.609,0.224,3.578,3.439,3.443,277,0.609,inactive
e5190,13.311,0.467,1.843,1.946,0.236,3.596,3.559,3.511,560,1.035,inactive
e5191,0,0.548,0.657,0,0.333,4.046,3.869,3.62,166,1.111,inactive
e5192,0,0.483,1.263,0,0.214,3.57,3.579,3.168,35,0.167,inactive
e5193,6.347,0.467,1.051,3.785,0.316,3.882,3.854,3.468,406,0.895,inactive
e5194,0,0.444,1.206,0,0.289,3.806,3.585,3.004,162,0.524,inactive
e5195,0.953,0.509,0.542,0,0.347,4.125,3.877,3.467,264,1.05,inactive
e5196,0,0.563,0.777,0,0.202,4.064,3.505,3.351,32,0.668,inactive
e5197,0,0.488,0.917,0,0.319,3.849,3.853,2.975,124,0.587,inactive
e5198,0,0.585,1.379,0,0.195,4.836,3.954,3.22,46,1.036,inactive
e5199,0,0.478,0.617,0,0.307,4.038,3.858,3.623,207,0.774,inactive
e5201,8.948,0.5,1.5,1.609,0.232,3.655,3.706,3.512,286,1.423,inactive
e5202,0,0.461,1.014,0,0.343,3.975,3.903,3.451,266,1.094,inactive
e5203,0,0.486,1.11,0,0.274,3.801,3.774,2.917,90,0.426,inactive
e1543,3.652,0.476,1.7,0,0.245,4.702,3.865,3.684,256,2.088,inactive
e5205,0,0.583,0.68,0,0.267,6.88,3.522,3.369,29,0,inactive
e5206,0.687,0.463,1.504,1.609,0.291,3.705,3.691,3.284,265,1.312,inactive
e5207,0.812,0.438,1.438,0,0.203,3.637,3.567,3.293,74,0.283,inactive
e5208,5.664,0.444,1.766,0,0.204,3.577,3.498,3.367,108,0.409,inactive
e5209,11.012,0.487,1.415,2.833,0.263,3.724,3.745,3.497,684,2.007,inactive
e5210,0,0.417,1.93,0,0.202,3.508,3.299,2.961,32,0.123,inactive
e5211,8.868,0.533,1.331,0,0.206,3.862,3.73,3.511,146,1.143,inactive
e5212,3.901,0.479,1.405,4.123,0.32,4.737,4.061,3.729,370,1.496,inactive
e5213,0,0.503,2.073,0,0.395,4.486,3.997,3.169,142,3.22,inactive
e5214,18.979,0.45,1.495,5.089,0.304,3.915,3.879,3.476,1312,1.43,inactive
e5215,4.954,0.519,1.162,0,0.3,4.735,4.09,3.924,248,1.438,inactive
e5216,24.384,0.452,1.211,4.888,0.354,4.057,3.941,3.65,1153,2.093,inactive
e5217,0,0.588,0.456,5.252,0.457,4.436,4.088,3.872,1110,6.597,inactive
e5218,10.866,0.452,1.52,2.303,0.299,3.687,3.588,3.602,379,0.515,inactive
e5219,1.329,0.476,1.58,0,0.219,3.586,3.612,3.265,56,0.478,inactive
e5220,8.44,0.461,0.744,6.019,0.36,3.955,3.92,3.762,900,1.497,inactive
e5221,13.532,0.463,1.204,5.093,0.313,3.915,3.879,3.492,973,1.264,inactive
e5222,8.503,0.467,2.06,0,0.213,3.6,3.503,3.458,204,0.596,inactive
e5223,2.383,0.505,0.807,0,0.322,3.919,3.86,3.668,205,0.856,inactive
e5224,4.334,0.478,1.323,0,0.318,4.723,4.042,3.742,315,1.566,inactive
e5225,26.683,0.467,1.224,4.808,0.311,3.877,3.86,3.844,2428,2.118,inactive
e5226,2.622,0.533,0.338,0,0.203,3.952,3.462,3.809,74,0.225,inactive
e5227,6.664,0.478,0.945,5.942,0.312,3.903,3.877,3.757,710,1.276,inactive
e5228,4.444,0.458,1.131,0,0.336,3.891,3.873,3.39,318,0.816,inactive
e5229,7.718,0.5,0.732,8.626,0.36,4.191,4.2,3.837,2275,2.771,inactive
e5231,8.948,0.5,1.458,2.565,0.25,3.697,3.747,3.447,576,2.121,inactive
e5232,8.488,0.464,0.864,5.741,0.337,4.081,4.044,3.576,772,1.625,inactive
e5233,23.508,0.533,1.102,2.079,0.229,6.88,3.711,3.663,548,2.005,inactive
e5234,9.227,0.604,0.504,7.882,0.373,6.888,4.164,6.874,1342,3.405,inactive
e5235,4.987,0.556,0.586,7.808,0.358,6.881,4.148,4.066,1174,2.68,inactive
e5236,6.596,0.514,0.668,7.859,0.338,4.156,4.134,3.839,1174,2.091,inactive
e5237,6.537,0.503,0.686,7.957,0.374,4.213,4.152,3.686,1526,2.565,inactive
e5238,0,0.917,0.917,0,0.403,7.002,3.994,6.91,318,4.553,inactive
e5239,17.726,0.485,1.518,2.833,0.28,3.786,3.739,3.634,1036,2.731,inactive
e5240,2.61,0.461,0.878,4.808,0.263,3.888,3.867,3.67,270,0.711,inactive
e5241,0,0.476,1.63,0,0.321,3.619,3.648,3.04,48,0.547,inactive
e5242,12.814,0.456,1.449,2.197,0.223,3.674,3.696,3.565,536,1.436,inactive
e5243,22.896,0.43,1.205,5.558,0.321,4.062,3.922,3.645,1552,2.045,inactive
e5244,8.008,0.464,0.95,4.239,0.289,3.871,3.861,3.532,488,1.014,inactive
e5245,3.642,0.458,0.951,3.841,0.302,3.858,3.863,3.545,320,0.857,inactive
e5246,5.814,0.467,0.942,6.672,0.3,4.03,4.034,3.522,848,1.402,inactive
e5247,18.082,0.472,1.313,4.29,0.307,3.847,3.865,3.705,1232,3.64,inactive
e5248,0,0.538,0.434,0,0.347,4.155,3.783,3.669,207,0.928,inactive
e5249,28.818,0.451,1.161,5.211,0.356,4.093,4.004,3.655,1206,2.7,inactive
e5250,7.355,0.456,1.014,5.668,0.338,3.932,3.873,3.69,753,1.503,inactive
e5251,30.118,0.457,1.389,5.374,0.351,3.937,3.898,3.677,1219,2.271,inactive
e5252,10.671,0.459,1.183,5.582,0.332,3.917,3.848,3.681,872,1.528,inactive
e5253,0,0.685,0.518,0,0.308,6.883,3.888,6.877,162,1.212,inactive
e5254,7.144,0.471,1.275,0,0.276,3.838,3.545,3.503,138,0.515,inactive
